Id,MSSubClass,MSZoning,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinSF2,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,PoolArea,YrSold,SaleType,SaleCondition,SalePrice,Bathrooms,PorchSF
1091,90,RL,8544,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,TA,TA,Slab,0,Fa,N,1040,0,2,2,0,2,0,2009,WD,Normal,92900,2,0
1092,160,FV,2160,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,624,628,2,1,0,2,0,2008,WD,Normal,160000,3,48
1093,50,RL,8400,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,TA,TA,PConc,0,Fa,Y,1390,304,4,1,1,2,0,2008,WD,Normal,136500,2,128
1094,20,RL,9230,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,MetalSd,TA,TA,CBlock,0,Gd,Y,1200,0,1,1,0,2,0,2006,WD,Normal,146000,2,64
1095,20,RL,5868,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,MetalSd,TA,TA,CBlock,240,Ex,Y,936,0,2,1,0,1,0,2010,WD,Normal,129000,1,80
1096,20,RL,9317,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Gd,Y,1314,0,3,1,1,2,0,2007,WD,Normal,176432,2,22
1097,70,RM,6882,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,Wd Sdng,TA,TA,PConc,0,TA,Y,773,582,3,1,0,0,0,2007,WD,Normal,127000,2,115
1098,120,RL,3696,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,Gd,TA,CBlock,0,Ex,Y,1088,0,2,1,0,2,0,2007,WD,Normal,170000,2,211
1099,50,RM,6000,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,TA,TA,BrkTil,0,TA,Y,757,567,3,1,0,1,0,2009,WD,Normal,128000,1,0
1100,20,RL,11880,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1601,0,3,1,1,2,0,2009,COD,Abnorml,157000,2,0
1101,30,RL,8400,AllPub,Inside,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,TA,TA,CBlock,0,TA,N,438,0,1,1,0,1,0,2009,WD,Normal,60000,1,0
1102,20,RL,9758,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,HdBoard,TA,TA,CBlock,287,TA,Y,950,0,3,1,0,1,0,2007,WD,Normal,119500,1,0
1103,20,RL,7000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,1134,0,2,1,0,1,0,2007,WD,Family,135000,1,16
1104,20,RL,8910,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,TA,TA,CBlock,0,Ex,Y,1194,0,3,1,1,2,0,2006,WD,Normal,159500,1,192
1105,160,RM,2016,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,630,672,3,1,0,2,0,2007,WD,Normal,106000,3,0
1106,60,RL,12256,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,HdBoard,Gd,TA,PConc,0,Ex,Y,1500,1122,3,1,2,2,0,2010,WD,Normal,325000,3,32
1107,20,RL,10357,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,Gd,TA,PConc,0,Gd,Y,1442,0,3,1,1,2,0,2007,WD,Normal,179900,2,244
1108,60,RL,23257,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,887,1134,3,1,1,2,0,2006,New,Partial,274725,3,100
1109,60,RL,8063,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,948,742,3,1,1,2,0,2007,WD,Abnorml,181000,3,48
1110,20,RL,11362,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,1836,0,3,1,1,3,0,2009,WD,Normal,280000,2,185
1111,60,RL,8000,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,TA,TA,PConc,0,Gd,Y,773,885,3,1,1,2,0,2008,WD,Normal,188000,3,84
1112,60,RL,10480,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,Plywood,TA,TA,CBlock,0,TA,Y,1098,866,4,1,1,2,0,2008,WD,Normal,205000,3,69
1113,20,RL,7100,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,WdShing,TA,TA,CBlock,0,TA,Y,816,0,2,1,0,1,0,2006,WD,Normal,129900,1,0
1114,20,RL,8923,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,Wd Sdng,TA,TA,CBlock,0,Gd,Y,1008,0,2,1,0,1,0,2007,WD,Normal,134500,1,18
1115,20,RL,5400,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,MetalSd,TA,Gd,CBlock,0,Ex,Y,833,0,2,1,0,1,0,2006,WD,Normal,117000,1,0
1116,20,RL,12085,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1734,0,3,1,1,3,0,2007,New,Partial,318000,2,0
1117,80,RL,7750,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,779,640,3,1,1,2,0,2009,WD,Normal,184100,3,0
1118,20,RL,9764,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,TA,TA,CBlock,0,Ex,Y,894,0,3,1,0,2,0,2008,WD,Normal,130000,1,0
1119,80,RL,13825,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,MetalSd,TA,Gd,CBlock,0,TA,Y,1021,580,3,1,0,1,0,2008,WD,Normal,140000,1,34
1120,20,RL,7560,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,TA,TA,CBlock,0,TA,Y,1040,0,3,1,0,1,0,2006,WD,Normal,133700,1,252
1121,30,RM,8263,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,TA,TA,BrkTil,0,TA,Y,1012,0,2,1,1,1,0,2007,WD,Normal,118400,1,134
1122,20,RL,10084,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1552,0,3,1,0,3,0,2006,New,Partial,212900,2,20
1123,20,RL,8926,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,AsbShng,TA,TA,CBlock,0,Ex,Y,960,0,3,1,0,1,0,2009,COD,Abnorml,112000,1,0
1124,20,RL,9405,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,TA,Ex,CBlock,0,Ex,Y,698,0,2,1,0,0,0,2009,WD,Normal,118000,1,200
1125,80,RL,9125,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,HdBoard,TA,TA,PConc,0,Gd,Y,812,670,3,1,1,2,0,2007,WD,Normal,163900,3,25
1126,20,RL,10434,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1005,0,2,1,1,2,0,2009,WD,Normal,115000,1,0
1127,120,RL,3684,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1555,0,2,1,1,3,0,2009,WD,Normal,174000,2,20
1128,20,RL,14572,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1530,0,3,1,1,3,0,2007,WD,Family,259000,2,36
1129,60,RL,11796,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,847,1112,4,1,1,2,0,2007,WD,Normal,215000,3,48
1130,90,RM,7200,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,TA,TA,CBlock,0,TA,Y,936,0,2,1,0,2,0,2007,WD,Normal,140000,1,0
1131,50,RL,7804,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,WdShing,TA,TA,BrkTil,0,TA,Y,1328,653,4,1,2,2,0,2009,WD,Normal,135000,2,44
1132,20,RL,10712,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,HdBoard,TA,TA,PConc,0,TA,Y,974,0,3,1,0,0,0,2007,Oth,Abnorml,93500,1,28
1133,70,RM,9900,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,TA,Y,1178,1032,5,1,0,1,0,2007,WD,Normal,117500,2,48
1134,60,RL,9828,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1142,878,3,1,1,2,0,2009,WD,Normal,239500,3,155
1135,60,RL,8773,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,TA,TA,PConc,0,Gd,Y,916,684,3,1,1,2,0,2007,WD,Normal,169000,3,38
1136,30,RM,6180,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,TA,N,986,0,2,1,1,1,0,2007,WD,Normal,102000,1,128
1137,50,RL,9600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,VinylSd,TA,TA,CBlock,0,TA,Y,1032,220,3,1,0,1,0,2008,WD,Abnorml,119000,1,96
1138,50,RL,6342,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,VinylSd,TA,Gd,CBlock,0,Gd,N,780,240,2,1,0,0,0,2010,WD,Normal,94000,1,176
1139,20,RL,9819,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,TA,TA,PConc,0,TA,Y,1567,0,2,1,2,2,0,2009,WD,Normal,196000,2,32
1140,30,RL,8731,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,Stucco,TA,Fa,BrkTil,0,TA,Y,1167,0,3,1,1,2,0,2007,WD,Normal,144000,1,216
1141,20,RL,7350,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,952,0,2,1,0,2,0,2008,COD,Abnorml,139000,1,0
1142,60,RL,10304,AllPub,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,Plywood,TA,Gd,CBlock,0,Ex,Y,1088,780,4,1,1,2,0,2009,WD,Normal,197500,3,96
1143,60,RL,9965,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1466,1362,4,1,1,3,0,2007,New,Partial,424870,3,144
1144,20,RL,9000,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,Wd Sdng,TA,TA,CBlock,0,TA,Y,1006,0,3,1,0,0,0,2008,WD,Normal,80000,1,24
1145,190,RL,12180,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,MetalSd,TA,Fa,BrkTil,0,Fa,N,672,252,2,1,0,1,0,2010,WD,Normal,80000,1,0
1146,50,RM,6240,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,MetalSd,TA,TA,BrkTil,0,Ex,Y,1042,534,3,1,1,1,0,2006,WD,Family,149000,1,0
1147,20,RL,11200,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,Wd Sdng,Gd,TA,CBlock,0,TA,Y,1298,0,3,1,1,2,0,2006,WD,Normal,180000,2,26
1148,70,RL,12000,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,MetalSd,TA,TA,CBlock,0,Ex,Y,860,704,3,1,1,1,0,2009,WD,Normal,174500,2,0
1149,50,RM,5700,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,TA,TA,PConc,0,TA,Y,572,539,2,1,1,1,0,2008,WD,Normal,116900,1,176
1150,70,RM,9000,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,VinylSd,TA,Gd,PConc,0,Ex,Y,832,650,3,1,0,2,0,2009,WD,Normal,143000,1,0
1151,20,RL,8280,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,TA,TA,CBlock,0,Ex,Y,932,0,2,1,1,1,0,2007,WD,Normal,124000,1,214
1152,20,RL,17755,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,1466,0,3,1,2,2,0,2006,WD,Normal,149900,2,140
1153,20,RL,14115,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,Stone,TA,TA,PConc,547,Ex,Y,1811,0,2,1,1,2,0,2006,WD,Abnorml,230000,1,280
1154,30,RM,5890,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Gd,Gd,BrkTil,0,Ex,Y,816,0,2,1,0,1,0,2008,WD,Normal,120500,1,96
1155,60,RL,13700,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,VinylSd,TA,TA,CBlock,0,TA,Y,902,918,4,1,2,2,0,2008,WD,Normal,201800,3,84
1156,20,RL,10768,AllPub,Corner,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Gd,Gd,CBlock,0,TA,Y,1437,0,3,1,1,2,0,2007,WD,Normal,218000,2,21
1157,80,RL,9350,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,BrkFace,TA,Gd,PConc,0,Gd,Y,1265,0,3,1,1,2,0,2008,WD,Normal,179900,2,92
1158,120,RL,5001,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1314,0,2,1,1,2,0,2009,WD,Normal,230000,2,62
1159,20,RL,11932,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1580,0,3,1,0,3,0,2008,ConLD,Partial,235128,2,24
1160,60,RL,9120,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,HdBoard,Gd,TA,CBlock,0,TA,Y,943,933,4,1,1,2,0,2008,WD,Normal,185000,3,69
1161,160,RL,2280,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,Plywood,TA,TA,CBlock,0,Fa,Y,855,601,3,1,1,2,0,2010,WD,Normal,146000,3,0
1162,20,RL,14778,AllPub,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,HdBoard,Gd,TA,CBlock,0,Ex,Y,1640,0,3,1,1,2,0,2008,WD,Normal,224000,1,0
1163,20,RL,8724,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,VinylSd,TA,TA,CBlock,0,Gd,Y,894,0,3,1,1,2,0,2007,WD,Normal,129000,1,0
1164,90,RL,12900,AllPub,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1258,0,0,2,0,2,0,2008,WD,Alloca,108959,2,0
1165,80,RL,16157,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,TA,TA,PConc,391,Ex,Y,1432,0,2,1,1,2,0,2007,WD,Normal,194000,2,180
1166,20,RL,9541,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1502,0,3,1,0,2,0,2009,New,Partial,233170,2,114
1167,20,RL,10475,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1694,0,3,1,0,3,0,2010,WD,Normal,245350,2,33
1168,60,RL,10852,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,959,712,3,1,1,2,0,2006,WD,Normal,173000,3,38
1169,70,RL,13728,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,Stucco,TA,TA,CBlock,0,Ex,Y,1236,872,4,1,2,2,0,2008,WD,Normal,235000,2,0
1170,60,RL,35760,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,HdBoard,Gd,Gd,PConc,0,Ex,Y,1831,1796,4,1,1,3,0,2006,WD,Normal,625000,4,76
1171,80,RL,9880,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1118,0,3,1,1,1,576,2008,WD,Normal,171000,1,0
1172,20,RL,9120,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,TA,TA,CBlock,0,Ex,Y,1261,0,3,1,1,2,0,2008,WD,Normal,163000,1,0
1173,160,FV,4017,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,625,625,2,1,0,2,0,2008,WD,Normal,171900,3,54
1174,50,RL,18030,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,TA,TA,CBlock,469,TA,Y,1636,971,3,1,1,0,0,2007,WD,Normal,200500,3,0
1175,70,RL,16560,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,TA,Y,1170,1175,4,1,1,2,0,2006,WD,Normal,239000,3,0
1176,50,RL,10678,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,Gd,TA,PConc,0,Ex,Y,2129,743,4,1,1,2,0,2007,WD,Normal,285000,3,33
1177,20,RL,6951,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,923,0,3,1,0,1,0,2008,WD,Normal,119500,1,0
1178,50,RM,3950,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,MetalSd,TA,TA,CBlock,0,TA,Y,818,406,3,1,0,1,0,2009,WD,Normal,115000,1,116
1179,50,RL,7681,AllPub,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,Ex,Y,820,523,3,1,1,1,0,2009,WD,Normal,154900,2,102
1180,20,RL,8335,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,TA,TA,Slab,0,Gd,Y,1124,0,3,1,1,0,0,2006,WD,Normal,93000,1,226
1181,60,RL,11170,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,TA,TA,Wood,0,Ex,Y,1298,1216,4,1,0,2,0,2006,WD,Normal,250000,3,0
1182,120,RM,5587,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,Ex,TA,PConc,0,Ex,Y,1652,0,2,1,1,2,0,2008,New,Partial,392500,2,53
1183,60,RL,15623,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,Wd Sdng,Gd,TA,PConc,0,Ex,Y,2411,2065,4,1,2,3,555,2007,WD,Abnorml,745000,4,78
1184,30,RL,10800,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,TA,TA,BrkTil,0,Ex,Y,1130,0,2,1,1,2,0,2006,WD,Normal,120000,1,0
1185,20,RL,35133,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,MetalSd,TA,TA,CBlock,0,Gd,Y,1572,0,3,1,2,3,0,2007,WD,Normal,186700,2,263
1186,50,RL,9738,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,TA,Gd,BrkTil,0,Gd,Y,949,272,4,1,0,1,0,2006,WD,Normal,104900,1,236
1187,190,RL,10615,AllPub,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,1014,685,3,2,0,2,0,2009,WD,Abnorml,95000,2,74
1188,20,RL,12461,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,Gd,TA,PConc,0,Ex,Y,1624,0,2,1,1,3,0,2006,WD,Normal,262000,2,306
1189,60,RL,8935,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,831,829,3,1,0,2,0,2009,WD,Normal,195000,3,68
1190,60,RL,7500,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,TA,TA,PConc,0,Gd,Y,1028,776,3,1,1,2,0,2010,WD,Normal,189000,3,60
1191,190,RL,32463,AllPub,Inside,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,TA,Gd,CBlock,0,Ex,Y,1622,0,3,1,1,4,0,2007,WD,Normal,168000,1,0
1192,160,FV,2645,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,764,677,2,1,0,2,0,2007,WD,Normal,174000,3,0
1193,50,RM,9600,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,TA,TA,PConc,0,Gd,Y,842,630,3,1,0,1,0,2007,WD,Normal,125000,1,84
1194,120,RM,4500,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,TA,TA,PConc,0,Ex,Y,1224,0,2,1,0,2,0,2009,WD,Normal,165000,2,304
1195,60,RL,9364,AllPub,Corner,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,663,689,4,1,0,1,0,2010,WD,Normal,158000,2,36
1196,60,RL,8029,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,728,728,3,1,0,2,0,2008,WD,Normal,176000,3,24
1197,60,RL,14054,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,879,984,4,1,1,3,0,2006,New,Partial,219210,3,17
1198,75,RM,8850,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,TA,TA,BrkTil,0,Ex,Y,815,875,3,1,1,1,0,2006,ConLw,Normal,144000,1,330
1199,20,RL,9100,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1212,0,3,1,0,2,0,2009,WD,Normal,178000,2,0
1200,20,RL,11235,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,TA,TA,CBlock,0,Gd,Y,1382,0,3,1,1,2,0,2006,WD,Normal,148000,2,82
1201,20,RL,9353,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,TA,TA,CBlock,0,Gd,Y,864,0,3,1,0,1,0,2006,Oth,Abnorml,116050,1,0
1202,60,RL,10400,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,866,913,3,1,0,2,0,2009,WD,Normal,197900,3,36
1203,50,RM,6000,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,TA,TA,BrkTil,0,Ex,Y,884,464,3,1,1,1,0,2009,WD,Normal,117000,1,208
1204,20,RL,9750,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1630,0,3,1,1,2,0,2009,WD,Normal,213000,2,234
1205,20,RL,10140,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,TA,TA,CBlock,0,Ex,Y,1074,0,3,1,0,2,0,2006,WD,Normal,153500,2,88
1206,20,RL,14684,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,Gd,TA,CBlock,177,Gd,Y,2196,0,3,1,1,3,0,2009,WD,Normal,271900,2,70
1207,20,RH,8900,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,1056,0,2,1,0,1,0,2006,WD,Normal,107000,1,42
1208,20,RL,9135,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1700,0,3,1,0,2,0,2006,WD,Normal,200000,2,23
1209,20,RL,7763,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,TA,Gd,CBlock,108,TA,Y,1283,0,3,1,0,2,0,2008,WD,Normal,140000,1,0
